StockCode,Description,Daily_Demand,Annual_Demand,Avg_Price,EOQ,Safety_Stock,Reorder_Point,Total_Revenue
22357,KINGS CHOICE BISCUIT TIN,3.1009933774834435,1131.862582781457,4.216677215189874,366.0,173.0,195.0,8044.09
21933,PINK VINTAGE PAISLEY PICNIC BAG,6.26158940397351,2285.480132450331,2.252731092436975,712.0,80.0,124.0,8034.86
22215,CAKE STAND WHITE TWO TIER LACE,1.7036423841059603,621.8294701986755,8.148275862068965,195.0,15.0,27.0,8007.3
23256,CHILDRENS CUTLERY SPACEBOY ,3.2781456953642385,1196.523178807947,4.1516875,380.0,53.0,76.0,7966.08
22751,FELTCRAFT PRINCESS OLIVIA DOLL,3.634105960264901,1326.4486754966888,3.7751674641148325,419.0,62.0,87.0,7965.29
21769,VINTAGE POST OFFICE CABINET,0.20364238410596028,74.3294701986755,77.62666666666667,22.0,24.0,25.0,7954.87
23080,RED METAL BOX TOP SECRET,1.6523178807947019,603.0960264900662,8.358977777777778,190.0,47.0,59.0,7920.78
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,10.839403973509933,3956.3824503311257,1.246205128205128,1260.0,97.0,173.0,7917.11
21488,RED WHITE SCARF  HOT WATER BOTTLE,3.5711920529801326,1303.4850993377484,3.897712418300654,409.0,72.0,97.0,7914.150000000001
21935,SUKI  SHOULDER BAG,8.312913907284768,3034.21357615894,1.6318543046357616,964.0,85.0,143.0,7898.07
37370,RETRO COFFEE MUGS ASSORTED,11.503311258278146,4198.7086092715235,1.2206267806267805,1311.0,180.0,261.0,7897.5
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,3.622516556291391,1322.2185430463576,3.7651724137931035,419.0,130.0,155.0,7889.360000000001
20750,RED/WHITE DOT MINI CASES,1.836092715231788,670.1738410596026,7.74601593625498,208.0,34.0,47.0,7859.75
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,8.100993377483444,2956.862582781457,1.6850387596899226,937.0,190.0,247.0,7845.81
48188,DOOR MAT WELCOME PUPPIES,2.3410596026490067,854.4867549668875,7.0560262008733625,246.0,104.0,120.0,7835.1
21121,SET/10 RED SPOTTY PARTY CANDLES,10.753311258278146,3924.958609271523,1.2457062146892657,1255.0,183.0,258.0,7826.91
21122,SET/10 PINK POLKADOT PARTY CANDLES,10.701986754966887,3906.225165562914,1.2506788511749347,1250.0,146.0,221.0,7807.610000000001
21716,BOYS VINTAGE TIN SEASIDE BUCKET,5.52317880794702,2015.9602649006624,2.521132686084142,632.0,88.0,127.0,7744.58
22078,RIBBON REEL LACE DESIGN ,6.293046357615894,2296.9619205298013,2.0942602040816327,741.0,98.0,142.0,7739.6
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,8.306291390728477,3031.796357615894,1.622142857142857,967.0,133.0,191.0,7729.05
20718,RED SPOTTY SHOPPER BAG,11.024834437086092,4024.0645695364237,1.2361904761904763,1276.0,144.0,221.0,7711.95
22079,RIBBON REEL HEARTS DESIGN ,7.841059602649007,2861.9867549668875,1.6680291970802918,926.0,62.0,117.0,7670.64
21533,RETROSPOT LARGE MILK JUG,2.640728476821192,963.865894039735,4.887974683544304,314.0,36.0,54.0,7592.85
21658,GLASS  BEURRE DISH,3.3228476821192054,1212.83940397351,3.9128409090909098,394.0,29.0,52.0,7590.450000000001
23439,HAND WARMER RED LOVE HEART,6.160596026490066,2248.6175496688743,2.0941709844559586,733.0,77.0,120.0,7574.1
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,5.346026490066225,1951.299668874172,2.5183177570093456,622.0,88.0,125.0,7566.87
21533,RETRO SPOT LARGE MILK JUG,2.6490066225165565,966.8874172185431,4.8888646288209605,314.0,16.0,35.0,7561.6
21098,CHRISTMAS TOILET ROLL,10.647350993377483,3886.283112582781,1.2651981351981352,1239.0,284.0,359.0,7534.29
21874,GIN AND TONIC MUG,10.135761589403973,3699.55298013245,1.2770549450549449,1204.0,190.0,261.0,7509.76
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3.415562913907285,1246.680463576159,3.7212280701754383,409.0,71.0,95.0,7495.29
22796,PHOTO FRAME 3 CLASSIC HANGING,1.2764900662251655,465.9188741721854,9.900847457627119,153.0,10.0,19.0,7484.4
21875,KINGS CHOICE MUG,11.061258278145695,4037.359271523179,1.2792987804878049,1256.0,333.0,410.0,7450.17
22327,ROUND SNACK BOXES SET OF 4 SKULLS,4.3509933774834435,1588.112582781457,2.938284518828452,520.0,48.0,78.0,7440.6
85049E,SCANDINAVIAN REDS RIBBONS,9.822847682119205,3585.33940397351,1.2699570815450645,1188.0,54.0,123.0,7427.48
85067,CREAM SWEETHEART WALL CABINET,0.7814569536423841,285.2317880794702,18.510129032258064,88.0,47.0,52.0,7417.259999999999
21523,DOOR MAT FANCY FONT HOME SWEET HOME,1.849337748344371,675.0082781456954,7.22419689119171,216.0,49.0,62.0,7415.39
22212,FOUR HOOK  WHITE LOVEBIRDS,6.1407284768211925,2241.3658940397354,2.1001777059773827,730.0,52.0,95.0,7412.31
22329,ROUND CONTAINER SET OF 5 RETROSPOT,7.872516556291391,2873.468543046358,1.6357482185273158,937.0,93.0,148.0,7408.75
82551,LAUNDRY 15C METAL SIGN,8.857615894039736,3233.0298013245033,1.378086642599278,1083.0,96.0,158.0,7401.59
22466,FAIRY TALE COTTAGE NIGHTLIGHT,6.966887417218543,2542.9139072847684,1.9271929824561402,812.0,201.0,250.0,7389.599999999999
21155,RED RETROSPOT PEG BAG,5.370860927152318,1960.364238410596,2.4446788990825685,633.0,85.0,123.0,7382.05
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,3.0380794701986753,1108.8990066225165,4.211659751037344,363.0,79.0,100.0,7364.91
22195,LARGE HEART MEASURING SPOONS,7.481788079470198,2730.8526490066224,1.682851711026616,901.0,55.0,107.0,7357.47
21737,SET 3 WICKER LOG BASKETS,0.6572847682119205,239.908940397351,19.729141104294477,78.0,36.0,41.0,7320.15
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,1.4933774834437086,545.0827814569536,8.365789473684211,180.0,23.0,33.0,7315.950000000001
21932,SCANDINAVIAN PAISLEY PICNIC BAG,5.822847682119205,2125.33940397351,2.2228915662650603,691.0,74.0,115.0,7260.76
21035,SET/2 RED SPOTTY TEA TOWELS ,4.193708609271523,1530.703642384106,2.943939393939394,510.0,85.0,114.0,7225.150000000001
22748,POPPY'S PLAYHOUSE KITCHEN,5.791390728476821,2113.8576158940396,2.1130191693290734,707.0,60.0,101.0,7192.01
21531,RED RETROSPOT SUGAR JAM BOWL,5.009933774834437,1828.6258278145694,2.5169811320754714,603.0,56.0,91.0,7179.0
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4.197019867549669,1531.912251655629,2.9550097847358123,509.0,40.0,69.0,7172.81
85049A,TRADITIONAL CHRISTMAS RIBBONS,9.605960264900663,3506.175496688742,1.269391304347826,1175.0,80.0,147.0,7171.83
22689,DOORMAT MERRY CHRISTMAS RED ,1.6622516556291391,606.7218543046358,8.246132075471698,192.0,63.0,75.0,7171.64
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,1.2698675496688743,463.5016556291391,9.904848484848484,153.0,21.0,30.0,7164.469999999999
21527,RETRO SPOT TRADITIONAL TEAPOT ,1.5894039735099337,580.1324503311258,7.8154708520179375,193.0,29.0,40.0,7149.0
21411,GINGHAM HEART  DOORSTOP RED,3.216887417218543,1174.1639072847681,4.09412109375,379.0,30.0,53.0,7146.39
23240,SET OF 4 KNICK KNACK TINS DOILEY ,2.9834437086092715,1088.9569536423842,4.1248571428571426,363.0,107.0,128.0,7132.7
21870,I CAN ONLY PLEASE ONE PERSON MUG,9.809602649006623,3580.504966887417,1.237753222836096,1203.0,69.0,138.0,7124.67
23238,SET OF 4 KNICK KNACK TINS LONDON ,2.9387417218543046,1072.640728476821,4.133122362869199,360.0,57.0,78.0,7116.65
21976,PACK OF 60 MUSHROOM CAKE CASES,23.266556291390728,8492.293046357616,0.5469834710743802,2786.0,157.0,320.0,7073.63
22809,SET OF 6 T-LIGHTS SANTA,4.059602649006623,1481.7549668874171,3.035090909090909,494.0,45.0,73.0,7053.760000000001
22628,PICNIC BOXES SET OF 3 RETROSPOT ,2.5082781456953644,915.521523178808,4.927689243027889,305.0,73.0,91.0,7051.25
21463,MIRRORED DISCO BALL ,2.185430463576159,797.682119205298,5.789642857142858,262.0,31.0,46.0,7051.150000000001
20685,DOORMAT RED SPOT,1.7135761589403973,625.455298013245,7.329893048128342,207.0,39.0,51.0,7050.21
23007, SPACEBOY BABY GIFT SET,0.7433774834437086,271.3327814569536,16.513380281690143,91.0,20.0,25.0,7048.549999999999
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,6.0364238410596025,2203.2947019867547,2.072865168539326,729.0,88.0,130.0,7035.59
22219,LOVEBIRD HANGING DECORATION WHITE ,13.8658940397351,5061.051324503312,0.8538286479250334,1722.0,82.0,179.0,7009.55
84692,BOX OF 24 COCKTAIL PARASOLS,28.64072847682119,10453.865894039734,0.42360433604336045,3513.0,177.0,377.0,6964.39
22371,AIRLINE BAG VINTAGE TOKYO 78,2.519867549668874,919.751655629139,4.801597633136095,309.0,18.0,36.0,6962.48
21497,FANCY FONTS BIRTHDAY WRAP,28.89072847682119,10545.115894039734,0.4176811594202898,3553.0,308.0,510.0,6957.0
23215,JINGLE BELL HEART ANTIQUE SILVER,5.867549668874172,2141.655629139073,2.14015,707.0,242.0,283.0,6955.8
22784,LANTERN CREAM GAZEBO ,2.4403973509933774,890.7450331125827,4.955810397553517,300.0,22.0,39.0,6932.82
48173C,DOOR MAT BLACK FLOCK ,2.019867549668874,737.251655629139,6.999588235294118,229.0,119.0,133.0,6922.9
21114,LAVENDER SCENTED FABRIC HEART,9.256622516556291,3378.667218543046,1.2674309978768579,1155.0,65.0,130.0,6920.43
23320,GIANT 50'S CHRISTMAS CRACKER,4.3509933774834435,1588.112582781457,2.658634920634921,547.0,39.0,69.0,6907.52
85064,CREAM SWEETHEART LETTER RACK,2.5463576158940397,929.4205298013245,5.396820083682009,293.0,148.0,166.0,6897.62
22489,PACK OF 12 TRADITIONAL CRAYONS,28.294701986754966,10327.566225165563,0.4249434571890145,3486.0,211.0,409.0,6889.77
22283,6 EGG HOUSE PAINTED WOOD,1.5281456953642385,557.773178807947,7.942390572390572,187.0,41.0,52.0,6881.6900000000005
21984,PACK OF 12 PINK PAISLEY TISSUES ,41.63907284768212,15198.261589403975,0.3185434173669468,4884.0,2507.0,2798.0,6880.0
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,20.258278145695364,7394.271523178808,1.3,1686.0,17706.0,17848.0,6875.0
22550,HOLIDAY FUN LUDO,3.1804635761589406,1160.8692052980134,3.7895389048991355,391.0,63.0,85.0,6869.0
21981,PACK OF 12 WOODLAND TISSUES ,42.812913907284766,15626.71357615894,0.3123425692695214,5002.0,2389.0,2689.0,6855.19
22745,POPPY'S PLAYHOUSE BEDROOM ,5.513245033112582,2012.3344370860925,2.106820603907638,691.0,63.0,102.0,6820.150000000001
22991,GIRAFFE WOODEN RULER,6.139072847682119,2240.761589403973,2.0506694560669456,739.0,204.0,247.0,6816.84
22356,CHARLOTTE BAG PINK POLKADOT,13.998344370860927,5109.395695364238,0.8589655172413794,1725.0,103.0,201.0,6812.09
21122,SET/10 PINK SPOTTY PARTY CANDLES,9.331125827814569,3405.860927152318,1.2458695652173915,1169.0,139.0,204.0,6807.88
23321,SMALL WHITE HEART OF WICKER,7.056291390728477,2575.546357615894,1.6436241610738254,885.0,40.0,89.0,6798.1
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,3.122516556291391,1139.7185430463576,3.730964912280702,391.0,61.0,83.0,6762.54
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,7.402317880794702,2701.8460264900664,1.6327956989247312,910.0,366.0,418.0,6757.95
22563,HAPPY STENCIL CRAFT,9.697019867549669,3539.412251655629,1.2477235772357724,1191.0,159.0,227.0,6756.4
21115,ROSE CARAVAN DOORSTOP,1.9221854304635762,701.5976821192053,6.418603351955308,234.0,35.0,48.0,6753.91
23493,VINTAGE DOILY TRAVEL SEWING KIT,5.821192052980132,2124.735099337748,1.9483240223463687,738.0,75.0,116.0,6736.2
22813,PACK 3 BOXES BIRD PANNETONE ,5.981788079470198,2183.3526490066224,1.9781138790035588,743.0,93.0,135.0,6735.95
23083,SET 6 PAPER TABLE LANTERN STARS ,3.077814569536424,1123.4023178807947,3.761132075471698,386.0,56.0,78.0,6735.88
85065,CREAM SWEETHEART TRAYS,0.9635761589403974,351.70529801324506,12.508620689655173,119.0,17.0,24.0,6734.5
22055,MINI CAKE STAND  HANGING STRAWBERY,7.435430463576159,2713.932119205298,1.5796192384769536,927.0,62.0,114.0,6731.23
22592,CARDHOLDER HOLLY WREATH METAL,3.0033112582781456,1096.208609271523,3.8062450592885377,379.0,121.0,142.0,6730.6
22938,CUPCAKE LACE PAPER SET 6,6.01158940397351,2194.230132450331,1.9313438735177866,754.0,71.0,113.0,6722.629999999999
82580,BATHROOM METAL SIGN,20.850993377483444,7610.612582781458,0.5543829787234043,2620.0,141.0,287.0,6683.860000000001
23297,SET 40 HEART SHAPE PETIT FOUR CASES,7.052980132450331,2574.337748344371,1.6359154929577464,887.0,286.0,335.0,6677.0
22465,HANGING METAL STAR LANTERN,7.160596026490066,2613.6175496688743,1.5987719298245613,904.0,56.0,106.0,6656.83
22085,PAPER CHAIN KIT SKULLS ,4.1092715231788075,1499.8841059602648,2.923834196891192,506.0,195.0,224.0,6651.900000000001
20718,RED RETROSPOT SHOPPER BAG,9.264900662251655,3381.688741721854,1.2611016949152543,1158.0,98.0,163.0,6647.31
10002,INFLATABLE POLITICAL GLOBE ,14.038079470198676,5123.899006622517,0.8409602649006622,1745.0,272.0,370.0,6638.2699999999995
22626,BLACK KITCHEN SCALES,1.3278145695364238,484.6523178807947,8.484852459016393,169.0,17.0,26.0,6619.43
22779,WOODEN OWLS LIGHT GARLAND ,2.8642384105960264,1045.4470198675497,4.198247422680413,353.0,96.0,116.0,6610.1
22618,COOKING SET RETROSPOT,1.1523178807947019,420.5960264900662,9.865644444444444,146.0,19.0,27.0,6609.839999999999
11001,ASSTD DESIGN RACING CAR PEN,7.074503311258278,2582.193708609271,1.7286338797814207,864.0,199.0,249.0,6608.8099999999995
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,3.165562913907285,1155.430463576159,5.823837209302326,315.0,427.0,449.0,6607.6
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",2.3609271523178808,861.7384105960265,4.891908713692946,297.0,50.0,67.0,6605.1
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2.794701986754967,1020.066225165563,4.1891566265060245,349.0,90.0,110.0,6599.06
21903,MAN FLU METAL SIGN,5.533112582781457,2019.5860927152319,2.154132947976879,685.0,139.0,178.0,6574.380000000001
22567,20 DOLLY PEGS RETROSPOT,8.915562913907285,3254.180463576159,1.2773563218390804,1129.0,126.0,188.0,6568.75
22839,3 TIER CAKE TIN GREEN AND CREAM,0.7880794701986755,287.6490066225166,14.906864864864865,98.0,21.0,27.0,6558.5599999999995
22588,CARD HOLDER GINGHAM HEART,4.206953642384106,1535.538079470199,2.6802227722772276,535.0,41.0,70.0,6539.27
20685,RED SPOTTY COIR DOORMAT,1.8162251655629138,662.9221854304635,6.542987804878049,225.0,69.0,82.0,6538.75
23008,DOLLY GIRL BABY GIFT SET,0.6937086092715232,253.203642384106,16.416666666666668,88.0,21.0,26.0,6534.049999999999
16156S,WRAP PINK FAIRY CAKES ,27.460264900662253,10022.996688741723,0.41529976019184656,3474.0,276.0,468.0,6527.12
23254,CHILDRENS CUTLERY DOLLY GIRL ,2.683774834437086,979.5778145695365,4.142592592592592,344.0,62.0,81.0,6525.55
22349,DOG BOWL CHASING BALL DESIGN,2.794701986754967,1020.066225165563,3.750049504950495,369.0,232.0,252.0,6515.62
22907,PACK OF 20 NAPKINS PANTRY DESIGN,13.478476821192054,4919.6440397351,0.84810888252149,1703.0,93.0,187.0,6497.87
47599B,BLUE PARTY BAGS ,5.697019867549669,2079.412251655629,2.077698113207547,707.0,126.0,166.0,6476.54
22358,KINGS CHOICE TEA CADDY ,3.7847682119205297,1381.4403973509934,2.940951156812339,485.0,39.0,65.0,6468.580000000001
21033,JUMBO BAG CHARLIE AND LOLA TOYS,5.647350993377484,2061.2831125827815,2.5903412969283277,631.0,149.0,189.0,6463.67
23293,SET OF 12 FAIRY CAKE BAKING CASES,13.62251655629139,4972.218543046358,0.8238758029978587,1737.0,163.0,258.0,6457.0
22029,SPACEBOY BIRTHDAY CARD,26.81788079470199,9788.526490066226,0.4181381011097411,3421.0,129.0,317.0,6440.06
22738,RIBBON REEL SNOWY VILLAGE,6.642384105960265,2424.4701986754967,1.6727762039660057,851.0,82.0,128.0,6431.68
21361,LOVE LARGE WOOD LETTERS ,0.859271523178808,313.6341059602649,12.707142857142857,111.0,12.0,18.0,6422.85
23134,LARGE ZINC HEART WALL ORGANISER,1.7615894039735098,642.9801324503311,7.6710810810810806,205.0,314.0,326.0,6414.48
21563,RED HEART SHAPE LOVE BUCKET ,4.4718543046357615,1632.226821192053,2.8496721311475413,535.0,97.0,128.0,6408.870000000001
48129,DOOR MAT TOPIARY,1.6887417218543046,616.3907284768212,7.069526315789473,209.0,66.0,78.0,6407.06
84568,GIRLS ALPHABET IRON ON PATCHES ,54.99503311258278,20073.187086092716,0.205,6997.0,2059.0,2444.0,6399.57
37450,CERAMIC CAKE BOWL + HANGING CAKES,3.869205298013245,1412.2599337748345,2.87625,495.0,33.0,60.0,6398.55
22493,PAINT YOUR OWN CANVAS SET,6.663907284768212,2432.3261589403974,1.6708045977011492,853.0,134.0,181.0,6382.53
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,13.301324503311259,4854.983443708609,0.8435359116022099,1696.0,115.0,208.0,6365.84
20717,STRAWBERRY SHOPPER BAG,8.832781456953642,3223.965231788079,1.2579487179487179,1132.0,106.0,168.0,6353.53
22221,CAKE STAND LOVEBIRD 2 TIER PINK,1.4635761589403973,534.205298013245,9.549280575539568,167.0,114.0,124.0,6339.0
22528,GARDENERS KNEELING PAD,8.879139072847682,3240.885761589404,1.2369977924944813,1145.0,79.0,141.0,6329.83
37448,CERAMIC CAKE DESIGN SPOTTED MUG,7.274834437086093,2655.3145695364237,1.4787750556792874,948.0,46.0,97.0,6308.0199999999995
47502,POLKADOT CUTLERY 24 PCS IN TRAY,1.021523178807947,372.85596026490066,11.591379310344827,127.0,119.0,126.0,6307.15
22783,SET 3 WICKER OVAL BASKETS W LIDS,0.7963576158940397,290.6705298013245,15.383181818181818,97.0,145.0,151.0,6277.17
48116,DOOR MAT MULTICOLOUR STRIPE,1.716887417218543,626.6639072847682,7.0346875,211.0,60.0,72.0,6270.6900000000005
22669,RED BABY BUNTING ,3.584437086092715,1308.319536423841,2.9428783382789323,471.0,30.0,55.0,6266.75
22332,SKULLS PARTY BAG + STICKER SET,6.7301324503311255,2456.4983443708607,1.641715976331361,865.0,206.0,253.0,6264.049999999999
22141,CHRISTMAS CRAFT TREE TOP ANGEL,5.066225165562914,1849.1721854304635,2.135022522522523,658.0,49.0,84.0,6249.280000000001
22360,GLASS JAR ENGLISH CONFECTIONERY,3.781456953642384,1380.23178807947,2.950657894736842,484.0,67.0,93.0,6248.8
23553,LANDMARK FRAME CAMDEN TOWN ,0.9221854304635762,336.5976821192053,12.375,117.0,177.0,183.0,6244.85
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1.1771523178807948,429.6605960264901,9.41967213114754,151.0,15.0,23.0,6230.049999999999
22798,ANTIQUE GLASS DRESSING TABLE POT,3.596026490066225,1312.549668874172,2.967519379844961,470.0,48.0,73.0,6228.360000000001
21876,POTTERING MUG,8.77980132450331,3204.627483443708,1.314579207920792,1104.0,182.0,243.0,6222.47
22826,LOVE SEAT ANTIQUE WHITE METAL,0.09602649006622517,35.049668874172184,114.02439024390245,12.0,4.0,5.0,6210.0
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,2.834437086092715,1034.569536423841,3.710731707317073,373.0,110.0,130.0,6155.04
23229,VINTAGE DONKEY TAIL GAME ,2.8973509933774833,1057.5331125827813,3.786511627906977,374.0,65.0,85.0,6146.89
22780,LIGHT GARLAND BUTTERFILES PINK,2.6771523178807946,977.16059602649,4.1960335195530725,341.0,103.0,122.0,6142.09
22526,WHEELBARROW FOR CHILDREN ,0.8576158940397351,313.02980132450335,12.628882978723404,111.0,31.0,37.0,6133.62
21124,SET/10 BLUE POLKADOT PARTY CANDLES,8.410596026490067,3069.8675496688743,1.2474324324324324,1109.0,150.0,209.0,6131.12
85175,CACTI T-LIGHT CANDLES,25.334437086092716,9247.069536423842,0.4162530413625304,3333.0,212.0,389.0,6128.12
37500,TEA TIME TEAPOT IN GIFT BOX,1.3625827814569536,497.342715231788,8.516866359447004,171.0,38.0,48.0,6126.7699999999995
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,21.471854304635762,7837.226821192054,0.5788594164456233,2602.0,98.0,248.0,6124.849999999999
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,1.1705298013245033,427.24337748344374,8.914064171122995,155.0,18.0,26.0,6124.13
23480,MINI LIGHTS WOODLAND MUSHROOMS,2.8427152317880795,1037.591059602649,3.726477272727273,373.0,83.0,103.0,6118.59
20975,12 PENCILS SMALL TUBE RED RETROSPOT,15.716887417218542,5736.663907284768,0.6493617021276595,2102.0,243.0,353.0,6111.650000000001
22432,WATERING CAN PINK BUNNY,5.529801324503311,2018.3774834437086,1.9404694835680751,721.0,58.0,97.0,6110.9
85068,CREAM SWEETHEART SHELF + HOOKS,1.5264900662251655,557.1688741721854,7.726228571428571,190.0,87.0,98.0,6097.56
23541,WALL ART CLASSIC PUDDINGS ,1.359271523178808,496.1341059602649,8.114915254237287,175.0,86.0,96.0,6093.49
22810,SET OF 6 T-LIGHTS SNOWMEN,3.44205298013245,1256.3493377483444,3.043098591549296,454.0,43.0,67.0,6088.130000000001
23103,JINGLE BELL HEART DECORATION,6.091059602649007,2223.2367549668875,1.6481132075471698,821.0,49.0,92.0,6055.95
85047,WHITE BEADED GARLAND STRING 20LIGHT,1.6456953642384107,600.6788079470199,6.299268292682926,218.0,28.0,40.0,6043.099999999999
47591D,PINK FAIRY CAKE CHILD'S APRON,5.504966887417218,2009.3129139072846,1.924900849858357,722.0,66.0,105.0,6032.3099999999995
22582,PACK OF 6 SWEETIE GIFT BOXES,4.071192052980132,1485.9850993377484,2.5454054054054054,540.0,108.0,136.0,6025.360000000001
22945,CHRISTMAS METAL TAGS ASSORTED ,12.200331125827814,4453.1208609271525,0.8664912280701754,1603.0,161.0,246.0,6025.21
22224,WHITE LOVEBIRD LANTERN,3.4850993377483444,1272.0612582781457,2.9200325732899026,467.0,34.0,58.0,6016.950000000001
22174,PHOTO CUBE,6.503311258278146,2373.708609271523,1.6889354838709676,838.0,151.0,197.0,6011.24
22431,WATERING CAN BLUE ELEPHANT,5.263245033112582,1921.0844370860925,1.9602195608782433,700.0,42.0,79.0,6004.75
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,4.352649006622516,1588.7168874172185,2.488095238095238,565.0,105.0,135.0,5980.35
21586,KINGS CHOICE GIANT TUBE MATCHES,4.25,1551.25,2.514669421487603,555.0,97.0,127.0,5977.950000000001
47559B,TEA TIME OVEN GLOVE,8.228476821192054,3003.3940397350993,1.257043618739903,1093.0,48.0,106.0,5977.87
22504,CABIN BAG VINTAGE RETROSPOT,0.445364238410596,162.55794701986756,25.80263157894737,56.0,22.0,25.0,5976.95
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,19.306291390728475,7046.796357615894,0.5563178294573643,2517.0,211.0,346.0,5974.389999999999
21989,PACK OF 20 SKULL PAPER NAPKINS,13.3658940397351,4878.551324503312,0.8409473684210526,1703.0,242.0,336.0,5973.09
21980,PACK OF 12 RED SPOTTY TISSUES ,37.485099337748345,13682.061258278145,0.28902654867256633,4865.0,3120.0,3382.0,5922.509999999999
21124,SET/10 BLUE SPOTTY PARTY CANDLES,8.084437086092715,2950.819536423841,1.2457643312101911,1088.0,131.0,188.0,5921.35
22430,ENAMEL WATERING CAN CREAM,2.1324503311258276,778.344370860927,4.923453947368421,281.0,52.0,67.0,5916.4400000000005
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,0.06291390728476821,22.9635761589404,158.79310344827587,9.0,2.0,2.0,5910.0
21107,CREAM SLICE FLANNEL PINK SPOT ,3.5711920529801326,1303.4850993377484,2.901304347826087,474.0,91.0,116.0,5873.55
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,10.066225165562914,3674.1721854304637,1.0312713936430318,1335.0,85.0,155.0,5853.92
22900,SET 2 TEA TOWELS I LOVE LONDON ,3.2235099337748343,1176.5811258278145,3.2240331491712704,427.0,105.0,128.0,5839.75
22187,GREEN CHRISTMAS TREE CARD HOLDER,3.281456953642384,1197.73178807947,3.384109589041096,421.0,36.0,59.0,5838.0199999999995
22491,PACK OF 12 COLOURED PENCILS,12.12251655629139,4424.718543046358,0.8496438356164384,1614.0,196.0,281.0,5831.36
20676,RED RETROSPOT BOWL,8.311258278145695,3033.609271523179,1.243501326259947,1104.0,86.0,144.0,5827.1900000000005
21746,SMALL RED RETROSPOT WINDMILL,8.105960264900663,2958.675496688742,1.2506268656716417,1088.0,94.0,151.0,5819.32
84884A,ANT WHITE WIRE HEART SPIRAL,2.73841059602649,999.5198675496688,3.937546468401487,356.0,83.0,102.0,5817.66
22354,RETROSPOT PADDED SEAT CUSHION,2.6705298013245033,974.7433774834437,3.751182795698925,360.0,45.0,64.0,5807.77
23172,REGENCY TEA PLATE PINK,6.105960264900662,2228.6754966887415,1.6405357142857142,824.0,76.0,119.0,5793.28
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6.039735099337748,2204.5033112582782,1.6487234042553192,818.0,78.0,120.0,5792.07
22979,PANTRY WASHING UP BRUSH,6.478476821192053,2364.6440397350993,1.4965686274509804,889.0,184.0,229.0,5785.71
22435,SET OF 9 HEART SHAPED BALLOONS,7.80794701986755,2849.900662251656,1.2524008810572689,1067.0,59.0,114.0,5783.04
85178,VICTORIAN SEWING KIT,8.764900662251655,3199.188741721854,1.248576923076923,1132.0,204.0,265.0,5777.54
20973,12 PENCIL SMALL TUBE WOODLAND,15.051324503311259,5493.733443708609,0.6578504672897196,2043.0,226.0,331.0,5776.55
23247,BISCUIT TIN 50'S CHRISTMAS,3.390728476821192,1237.6158940397352,2.9715498154981552,456.0,73.0,97.0,5760.52
20754,RETRO RED SPOTTY WASHING UP GLOVES,4.985099337748345,1819.561258278146,2.077020648967552,662.0,84.0,119.0,5747.46
22142,CHRISTMAS CRAFT WHITE FAIRY ,6.771523178807947,2471.6059602649007,1.4831065759637188,913.0,68.0,115.0,5741.94
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,4.6158940397351,1684.8013245033114,2.7595343137254904,553.0,74.0,106.0,5741.6
22377,BOTTLE BAG RETROSPOT ,5.317880794701987,1941.026490066225,2.033702422145329,691.0,149.0,186.0,5741.29
72802C,VANILLA SCENT CANDLE JEWELLED BOX,3.543046357615894,1293.2119205298013,4.157457627118644,394.0,145.0,170.0,5725.34
21498,RED RETROSPOT WRAP ,23.21523178807947,8473.559602649008,0.41776255707762555,3185.0,158.0,321.0,5724.24
22185,SLATE TILE NATURAL HANGING,6.188741721854305,2258.890728476821,1.6200263852242744,835.0,47.0,90.0,5723.6
23485,BOTANICAL GARDENS WALL CLOCK ,0.4288079470198676,156.51490066225168,24.16,57.0,58.0,61.0,5719.0
